Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf 
DI,20092010,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9643,11/09/2012
DI,20102011,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9605,11/09/2012
DI,20112012,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9641,11/09/2012
DI,20122013,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9606,07/03/2013
DI,20132014,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9543,07/07/2014
DI,20142015,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9573,08/18/2015
DI,20152016,47,0001,000,ST PAUL PUBLIC SCHOOLS,0.9592,12/12/2016
DI,20012002,47,0067,000,FARWELL PUBLIC SCHOOL,0.9718,11/09/2012
DI,20022003,47,0067,000,FARWELL PUBLIC SCHOOL,0.9791,11/09/2012
DI,20032004,47,0067,000,FARWELL PUBLIC SCHOOL,0.9785,11/09/2012
DI,20042005,47,0067,000,FARWELL PUBLIC SCHOOL,0.9808,11/09/2012
DI,20052006,47,0067,000,FARWELL PUBLIC SCHOOL,0.9745,11/09/2012
DI,20012002,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9614,11/09/2012
DI,20022003,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9637,11/09/2012
DI,20032004,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9666,11/09/2012
DI,20042005,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9653,11/09/2012
DI,20052006,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9645,11/09/2012
DI,20062007,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20072008,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9600,11/09/2012
DI,20082009,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9633,11/09/2012
DI,20092010,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9610,11/09/2012
DI,20102011,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9582,11/09/2012
DI,20112012,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9576,11/09/2012
DI,20122013,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9559,07/03/2013
DI,20132014,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9578,07/07/2014
DI,20142015,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9549,08/18/2015
DI,20152016,47,0100,000,CENTURA PUBLIC SCHOOLS,0.9634,12/12/2016
DI,20012002,47,0103,000,ELBA PUBLIC SCHOOLS,0.9710,11/09/2012
DI,20022003,47,0103,000,ELBA PUBLIC SCHOOLS,0.9715,11/09/2012
DI,20032004,47,0103,000,ELBA PUBLIC SCHOOLS,0.9707,11/09/2012
DI,20042005,47,0103,000,ELBA PUBLIC SCHOOLS,0.9656,11/09/2012
DI,20052006,47,0103,000,ELBA PUBLIC SCHOOLS,0.9543,11/09/2012
DI,20062007,47,0103,000,ELBA PUBLIC SCHOOLS,0.9674,11/09/2012
DI,20072008,47,0103,000,ELBA PUBLIC SCHOOLS,0.9778,11/09/2012
DI,20082009,47,0103,000,ELBA PUBLIC SCHOOLS,0.9955,11/09/2012
DI,20092010,47,0103,000,ELBA PUBLIC SCHOOLS,0.9922,11/09/2012
DI,20102011,47,0103,000,ELBA PUBLIC SCHOOLS,0.9633,11/09/2012
DI,20112012,47,0103,000,ELBA PUBLIC SCHOOLS,0.9719,11/09/2012
DI,20122013,47,0103,000,ELBA PUBLIC SCHOOLS,0.9765,07/03/2013
DI,20132014,47,0103,000,ELBA PUBLIC SCHOOLS,0.9777,07/07/2014
DI,20142015,47,0103,000,ELBA PUBLIC SCHOOLS,0.9468,08/18/2015
DI,20152016,47,0103,000,ELBA PUBLIC SCHOOLS,0.9492,12/12/2016
DI,20012002,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9527,11/09/2012
DI,20022003,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9557,11/09/2012
DI,20032004,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9545,11/09/2012
DI,20042005,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20052006,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20062007,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9517,11/09/2012
DI,20072008,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9506,11/09/2012
DI,20082009,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9659,11/09/2012
DI,20092010,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9640,11/09/2012
DI,20102011,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9558,11/09/2012
DI,20112012,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9615,11/09/2012
DI,20122013,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9588,07/03/2013
DI,20132014,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9619,07/07/2014
DI,20142015,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9508,08/18/2015
DI,20152016,48,0008,000,FAIRBURY PUBLIC SCHOOLS,0.9477,12/12/2016
DI,20012002,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9690,11/09/2012
DI,20022003,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9699,11/09/2012
DI,20032004,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20042005,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9233,11/09/2012
DI,20052006,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20062007,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9687,11/09/2012
DI,20072008,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9661,11/09/2012
DI,20082009,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9676,11/09/2012
DI,20092010,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9624,11/09/2012
DI,20102011,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9653,11/09/2012
DI,20112012,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9663,11/09/2012
DI,20122013,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9632,07/03/2013
DI,20132014,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9613,07/07/2014
DI,20142015,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9749,08/18/2015
DI,20152016,48,0300,000,TRI COUNTY PUBLIC SCHOOLS,0.9750,12/12/2016
DI,20012002,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20022003,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9556,11/09/2012
DI,20032004,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9563,11/09/2012
DI,20042005,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9433,11/09/2012
DI,20052006,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9469,11/09/2012
DI,20062007,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9506,11/09/2012
DI,20072008,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9536,11/09/2012
DI,20082009,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9492,11/09/2012
DI,20092010,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9478,11/09/2012
DI,20102011,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9577,11/09/2012
DI,20112012,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9514,11/09/2012
DI,20122013,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9582,07/03/2013
DI,20132014,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9530,07/07/2014
DI,20142015,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9530,08/18/2015
DI,20152016,48,0303,000,MERIDIAN PUBLIC SCHOOLS,0.9393,12/12/2016
DI,20012002,49,0010,000,ELK CREEK PUBLIC SCHOOL,0.9810,11/09/2012
DI,20022003,49,0010,000,ELK CREEK PUBLIC SCHOOL,0.9591,11/09/2012
DI,20032004,49,0010,000,ELK CREEK PUBLIC SCHOOL,0.9545,11/09/2012
DI,20042005,49,0010,000,ELK CREEK PUBLIC SCHOOL,0.9790,11/09/2012
DI,20052006,49,0010,000,ELK CREEK PUBLIC SCHOOL,0.9796,11/09/2012
DI,20012002,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9571,11/09/2012
DI,20022003,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9505,11/09/2012
DI,20032004,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9555,11/09/2012
DI,20042005,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9520,11/09/2012
DI,20052006,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9509,11/09/2012
DI,20062007,49,0032,000,TECUMSEH PUBLIC SCHOOLS,0.9496,11/09/2012
DI,20012002,49,0033,000,STERLING PUBLIC SCHOOLS,0.9705,11/09/2012
DI,20022003,49,0033,000,STERLING PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20032004,49,0033,000,STERLING PUBLIC SCHOOLS,0.9737,11/09/2012
DI,20042005,49,0033,000,STERLING PUBLIC SCHOOLS,0.9738,11/09/2012
DI,20052006,49,0033,000,STERLING PUBLIC SCHOOLS,0.9698,11/09/2012
DI,20062007,49,0033,000,STERLING PUBLIC SCHOOLS,0.9717,11/09/2012
DI,20072008,49,0033,000,STERLING PUBLIC SCHOOLS,0.9652,11/09/2012
DI,20082009,49,0033,000,STERLING PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20092010,49,0033,000,STERLING PUBLIC SCHOOLS,0.9681,11/09/2012
DI,20102011,49,0033,000,STERLING PUBLIC SCHOOLS,0.9658,11/09/2012
DI,20112012,49,0033,000,STERLING PUBLIC SCHOOLS,0.9670,11/09/2012
DI,20122013,49,0033,000,STERLING PUBLIC SCHOOLS,0.9679,07/03/2013
DI,20132014,49,0033,000,STERLING PUBLIC SCHOOLS,0.9665,07/07/2014
DI,20142015,49,0033,000,STERLING PUBLIC SCHOOLS,0.9553,08/18/2015
DI,20152016,49,0033,000,STERLING PUBLIC SCHOOLS,0.9578,12/12/2016
DI,20072008,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9538,11/09/2012
DI,20082009,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9444,11/09/2012
DI,20092010,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9495,11/09/2012
DI,20102011,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9588,11/09/2012
DI,20112012,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9578,11/09/2012
DI,20122013,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9560,07/03/2013
DI,20132014,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9616,07/07/2014
DI,20142015,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9544,08/18/2015
DI,20152016,49,0050,000,JOHNSON CO CENTRAL PUBLIC SCHS,0.9548,12/12/2016
DI,20012002,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9664,11/09/2012
DI,20022003,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9649,11/09/2012
DI,20032004,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9635,11/09/2012
DI,20042005,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9614,11/09/2012
DI,20052006,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9608,11/09/2012
DI,20062007,49,0501,000,NEMAHA VALLEY SCHOOLS,0.9615,11/09/2012
DI,20022003,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20032004,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9654,11/09/2012
DI,20042005,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9598,11/09/2012
DI,20052006,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9598,11/09/2012
DI,20062007,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9506,11/09/2012
DI,20072008,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9544,11/09/2012
DI,20082009,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20092010,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9530,11/09/2012
DI,20102011,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9595,11/09/2012
DI,20112012,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9628,11/09/2012
DI,20122013,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9585,07/03/2013
DI,20132014,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9580,07/07/2014
DI,20142015,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9581,08/18/2015
DI,20152016,50,0001,000,WILCOX-HILDRETH PUBLIC SCHOOLS,0.9554,12/12/2016
DI,20012002,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9650,11/09/2012
DI,20022003,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9746,11/09/2012
DI,20032004,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9680,11/09/2012
DI,20042005,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9484,11/09/2012
DI,20052006,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9613,11/09/2012
DI,20062007,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9623,11/09/2012
DI,20072008,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9569,11/09/2012
DI,20082009,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9618,11/09/2012
DI,20092010,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9547,11/09/2012
DI,20102011,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9610,11/09/2012
DI,20112012,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9554,11/09/2012
DI,20122013,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9569,07/03/2013
DI,20132014,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9648,07/07/2014
DI,20142015,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9669,08/18/2015
DI,20152016,50,0501,000,AXTELL COMMUNITY SCHOOLS,0.9988,12/12/2016
DI,20012002,50,0502,000,WILCOX PUBLIC SCHOOLS,0.9670,11/09/2012
DI,20012002,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9583,11/09/2012
DI,20022003,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9595,11/09/2012
DI,20032004,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9591,11/09/2012
DI,20042005,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9546,11/09/2012
DI,20052006,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9562,11/09/2012
DI,20062007,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9550,11/09/2012
DI,20072008,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9584,11/09/2012
DI,20082009,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9602,11/09/2012
DI,20092010,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9497,11/09/2012
DI,20102011,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9512,11/09/2012
DI,20112012,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20122013,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9444,07/03/2013
DI,20132014,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9598,07/07/2014
DI,20142015,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9562,08/18/2015
DI,20152016,50,0503,000,MINDEN PUBLIC SCHOOLS,0.9545,12/12/2016
DI,20012002,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9418,11/09/2012
DI,20022003,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20032004,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9510,11/09/2012
DI,20042005,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9474,11/09/2012
DI,20052006,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9431,11/09/2012
DI,20062007,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9500,11/09/2012
DI,20072008,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9458,11/09/2012
DI,20082009,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9527,11/09/2012
DI,20092010,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9431,11/09/2012
DI,20102011,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9462,11/09/2012
DI,20112012,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9468,11/09/2012
DI,20122013,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9430,07/03/2013
DI,20132014,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9314,07/07/2014
DI,20142015,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9308,08/18/2015
DI,20152016,51,0001,000,OGALLALA PUBLIC SCHOOLS,0.9374,12/12/2016
DI,20012002,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9600,11/09/2012
DI,20022003,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9535,11/09/2012
DI,20032004,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9559,11/09/2012
DI,20042005,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9560,11/09/2012
DI,20052006,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9562,11/09/2012
DI,20062007,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9555,11/09/2012
DI,20072008,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9595,11/09/2012
DI,20082009,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9618,11/09/2012
DI,20092010,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9558,11/09/2012
DI,20102011,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9597,11/09/2012
DI,20112012,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9589,11/09/2012
DI,20122013,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9588,07/03/2013
DI,20132014,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9609,07/07/2014
DI,20142015,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9579,08/18/2015
DI,20152016,51,0006,000,PAXTON CONSOLIDATED SCHOOLS,0.9608,12/12/2016
DI,20012002,51,0007,000,DIST 007 - KEITH COUNTY,0.9638,11/09/2012
DI,20022003,51,0007,000,DIST 007 - KEITH COUNTY,0.9622,11/09/2012
DI,20012002,51,0012,000,KEYSTONE PUBLIC SCHOOL,0.9665,11/09/2012
DI,20022003,51,0012,000,KEYSTONE PUBLIC SCHOOL,0.9749,11/09/2012
DI,20032004,51,0012,000,KEYSTONE PUBLIC SCHOOL,0.9528,11/09/2012
DI,20042005,51,0012,000,KEYSTONE PUBLIC SCHOOL,0.9270,11/09/2012
DI,20052006,51,0012,000,KEYSTONE PUBLIC SCHOOL,0.9539,11/09/2012
DI,20012002,51,0051,000,LEMOYNE PUBLIC SCHOOL,0.9435,11/09/2012
DI,20022003,51,0051,000,LEMOYNE PUBLIC SCHOOL,0.9226,11/09/2012
DI,20032004,51,0051,000,LEMOYNE PUBLIC SCHOOL,0.9379,11/09/2012
DI,20042005,51,0051,000,LEMOYNE PUBLIC SCHOOL,0.9851,11/09/2012
DI,20012002,52,0001,000,PLEASANT VIEW PUBLIC SCHOOL,0.9700,11/09/2012
DI,20022003,52,0001,000,PLEASANT VIEW PUBLIC SCHOOL,0.9600,11/09/2012
DI,20032004,52,0001,000,PLEASANT VIEW PUBLIC SCHOOL,0.9660,11/09/2012
DI,20042005,52,0001,000,PLEASANT VIEW PUBLIC SCHOOL,0.9660,11/09/2012
DI,20052006,52,0001,000,PLEASANT VIEW PUBLIC SCHOOL,0.9671,11/09/2012
DI,20012002,52,0003,000,MILLS PUBLIC SCHOOL,0.9683,11/09/2012
DI,20022003,52,0003,000,MILLS PUBLIC SCHOOL,0.9663,11/09/2012
DI,20032004,52,0003,000,MILLS PUBLIC SCHOOL,0.9744,11/09/2012
DI,20042005,52,0003,000,MILLS PUBLIC SCHOOL,0.9572,11/09/2012
DI,20052006,52,0003,000,MILLS PUBLIC SCHOOL,0.9820,11/09/2012
DI,20012002,52,0021,000,NORDEN PUBLIC SCHOOL,0.9745,11/09/2012
DI,20022003,52,0021,000,NORDEN PUBLIC SCHOOL,0.9620,11/09/2012
DI,20032004,52,0021,000,NORDEN PUBLIC SCHOOL,,11/09/2012
DI,20012002,52,0056,000,SPRING VIEW PUBLIC SCHOOL,0.9632,11/09/2012
DI,20022003,52,0056,000,SPRING VIEW PUBLIC SCHOOL,0.9592,11/09/2012
DI,20032004,52,0056,000,SPRING VIEW PUBLIC SCHOOL,0.9693,11/09/2012
DI,20042005,52,0056,000,SPRING VIEW PUBLIC SCHOOL,0.9717,11/09/2012
DI,20052006,52,0056,000,SPRING VIEW PUBLIC SCHOOL,0.9686,11/09/2012
DI,20012002,52,0064,000,BURTON PUBLIC SCHOOL,0.9926,11/09/2012
DI,20022003,52,0064,000,BURTON PUBLIC SCHOOL,,11/09/2012
DI,20032004,52,0064,000,BURTON PUBLIC SCHOOL,,11/09/2012
DI,20012002,52,0100,000,KEYA PAHA COUNTY HIGH SCHOOL,0.9568,11/09/2012
DI,20022003,52,0100,000,KEYA PAHA COUNTY HIGH SCHOOL,0.9593,11/09/2012
DI,20032004,52,0100,000,KEYA PAHA COUNTY HIGH SCHOOL,0.9623,11/09/2012
DI,20042005,52,0100,000,KEYA PAHA COUNTY HIGH SCHOOL,0.9520,11/09/2012
DI,20052006,52,0100,000,KEYA PAHA COUNTY HIGH SCHOOL,0.9616,11/09/2012
DI,20062007,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9595,11/09/2012
DI,20072008,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9645,11/09/2012
DI,20082009,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9642,11/09/2012
DI,20092010,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9688,11/09/2012
DI,20102011,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9694,11/09/2012
DI,20112012,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9638,11/09/2012
DI,20122013,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9638,07/03/2013
DI,20132014,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9542,07/07/2014
DI,20142015,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9539,08/18/2015
DI,20152016,52,0100,000,KEYA PAHA COUNTY SCHOOLS,0.9511,12/12/2016
DI,20012002,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9455,11/09/2012
DI,20022003,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9520,11/09/2012
DI,20032004,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9484,11/09/2012
DI,20042005,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9454,11/09/2012
DI,20052006,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9441,11/09/2012
DI,20062007,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9419,11/09/2012
DI,20072008,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9386,11/09/2012
DI,20082009,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9466,11/09/2012
DI,20092010,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9446,11/09/2012
DI,20102011,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9482,11/09/2012
DI,20112012,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9479,11/09/2012
DI,20122013,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9442,07/03/2013
DI,20132014,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9362,07/07/2014
DI,20142015,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9376,08/18/2015
DI,20152016,53,0001,000,KIMBALL PUBLIC SCHOOLS,0.9479,12/12/2016
DI,20012002,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9561,11/09/2012
DI,20022003,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9642,11/09/2012
DI,20032004,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9678,11/09/2012
DI,20042005,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9707,11/09/2012
DI,20052006,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9705,11/09/2012
DI,20062007,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9670,11/09/2012
DI,20072008,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9566,11/09/2012
DI,20082009,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9709,11/09/2012
DI,20092010,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9657,11/09/2012
DI,20102011,54,0013,000,CREIGHTON PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20112012,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,0.9693,11/09/2012
DI,20122013,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,0.9678,07/03/2013
DI,20132014,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,0.9715,07/07/2014
DI,20142015,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,0.9668,08/18/2015
DI,20152016,54,0013,000,CREIGHTON COMMUNITY PUBLIC SCHOOLS,0.9698,12/12/2016
DI,20012002,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9719,11/09/2012
DI,20022003,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9613,11/09/2012
DI,20032004,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9612,11/09/2012
DI,20042005,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9652,11/09/2012
DI,20052006,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9648,11/09/2012
DI,20062007,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9673,11/09/2012
DI,20072008,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9687,11/09/2012
DI,20082009,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9678,11/09/2012
DI,20092010,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9690,11/09/2012
DI,20102011,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9687,11/09/2012
DI,20112012,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9684,11/09/2012
DI,20122013,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9680,07/03/2013
DI,20132014,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9695,07/07/2014
DI,20142015,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9685,08/18/2015
DI,20152016,54,0096,000,CROFTON COMMUNITY SCHOOLS,0.9695,12/12/2016
DI,20012002,54,0501,000,NIOBRARA PUBLIC SCHOOLS,,11/09/2012
DI,20022003,54,0501,000,NIOBRARA PUBLIC SCHOOLS,,11/09/2012
DI,20032004,54,0501,000,NIOBRARA PUBLIC SCHOOLS,,11/09/2012
DI,20042005,54,0501,000,NIOBRARA PUBLIC SCHOOLS,0.9506,11/09/2012
DI,20052006,54,0501,000,NIOBRARA PUBLIC SCHOOLS,0.9490,11/09/2012
